Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,isMVP
180,Langston Galloway,SG,30,TOT,7,0,15.3,0.9,3.7,0.231,0.3,2.3,0.125,0.6,1.4,0.4,0.269,0,0,,0.4,2.1,2.6,1.7,0.1,0,0.9,1,2,2021-2022,0
180,Langston Galloway,SG,30,BRK,4,0,14.5,1.3,3.3,0.385,0.5,2,0.25,0.8,1.3,0.6,0.462,0,0,,0.3,1.8,2,1.3,0,0,1.3,1.3,3,2021-2022,0
180,Langston Galloway,SG,30,MIL,3,0,16.3,0.3,4.3,0.077,0,2.7,0,0.3,1.7,0.2,0.077,0,0,,0.7,2.7,3.3,2.3,0.3,0,0.3,0.7,0.7,2021-2022,0
181,Darius Garland,PG,22,CLE,57,57,35.5,7.9,16.9,0.467,2.5,6.7,0.375,5.4,10.2,0.528,0.542,3,3.3,0.904,0.6,2.8,3.4,8.5,1.2,0.1,3.9,1.8,21.3,2021-2022,0
182,Marcus Garrett,SG,23,MIA,12,0,10.7,0.4,1.8,0.238,0.1,0.3,0.25,0.3,1.4,0.235,0.262,0.2,0.4,0.4,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1,2021-2022,0
183,Usman Garuba,PF,19,HOU,16,0,7,0.6,1.6,0.36,0.2,0.9,0.214,0.4,0.7,0.545,0.42,0.1,0.1,0.5,0.6,1.8,2.3,0.5,0.5,0.4,0.3,0.6,1.4,2021-2022,0
184,Luka Garza,C,23,DET,30,5,11.4,1.9,4.2,0.448,0.5,1.4,0.341,1.4,2.8,0.5,0.504,1,1.5,0.659,1.7,1.3,2.9,0.5,0.3,0.1,0.6,1.6,5.2,2021-2022,0
185,Rudy Gay,PF,35,UTA,46,1,18.9,2.8,6.9,0.401,1.3,3.7,0.337,1.5,3.2,0.476,0.492,1.3,1.6,0.784,1,3.4,4.4,1,0.5,0.3,0.9,1.8,8,2021-2022,0
186,Paul George,SF,31,LAC,26,26,35.5,9,21.4,0.421,2.7,8.3,0.323,6.3,13,0.484,0.484,4,4.5,0.88,0.4,6.7,7.1,5.5,2,0.4,4.2,2.5,24.7,2021-2022,0
187,Taj Gibson,C,36,NYK,44,4,17.9,1.6,2.9,0.539,0.2,0.5,0.391,1.4,2.4,0.571,0.574,0.7,0.9,0.775,1.7,2.7,4.4,0.6,0.4,0.8,0.5,2.8,4,2021-2022,0
188,Josh Giddey,SG,19,OKC,54,54,31.5,5.2,12.4,0.419,1,3.9,0.263,4.2,8.5,0.492,0.461,1,1.5,0.709,1.8,6,7.8,6.4,0.9,0.4,3.2,1.6,12.5,2021-2022,0
189,Shai Gilgeous-Alexander,PG,23,OKC,55,55,34.6,8.4,18.7,0.451,1.5,5.3,0.29,6.9,13.4,0.515,0.492,5.9,7.3,0.809,0.7,4.4,5,5.9,1.3,0.8,2.8,2.5,24.4,2021-2022,0
190,Anthony Gill,PF,29,WAS,33,0,8.1,1.2,1.9,0.603,0.3,0.5,0.6,0.9,1.5,0.604,0.675,0.7,1,0.727,0.6,0.8,1.5,0.5,0.1,0.2,0.3,1.3,3.3,2021-2022,0
191,Freddie Gillespie,PF,24,ORL,9,2,13.2,1,2.4,0.409,0,0.1,0,1,2.3,0.429,0.409,0.3,0.8,0.429,1.4,2.6,4,0.6,0.3,1,0.6,2,2.3,2021-2022,0
192,Rudy Gobert,C,29,UTA,55,55,31.9,5.6,7.8,0.712,0,0,0,5.6,7.8,0.715,0.712,4.4,6.3,0.693,3.7,11.1,14.8,1.1,0.7,2.2,1.8,2.6,15.5,2021-2022,0
193,Brandon Goodwin,PG,26,CLE,28,5,15.4,1.9,4.7,0.409,0.6,1.8,0.34,1.3,2.9,0.451,0.473,0.6,1,0.586,0.5,1.8,2.3,3.1,0.8,0,1,1.2,5.1,2021-2022,0
194,Jordan Goodwin,SG,23,WAS,2,0,3,0,1.5,0,0,0.5,0,0,1,0,0,0,0,,0,0.5,0.5,0,0,0,0,0.5,0,2021-2022,0
195,Aaron Gordon,PF,26,DEN,65,65,31.4,5.6,10.9,0.511,1.1,3.5,0.31,4.5,7.4,0.606,0.561,2.2,3,0.73,1.6,4,5.6,2.5,0.6,0.6,1.8,2,14.4,2021-2022,0
196,Eric Gordon,SG,33,HOU,54,43,29.6,4.8,10.1,0.474,2.2,5.4,0.408,2.6,4.8,0.548,0.582,1.9,2.5,0.778,0.3,1.7,2,2.8,0.5,0.3,1.9,1.1,13.8,2021-2022,0
197,Devonte' Graham,PG,26,NOP,66,58,29.7,4.1,11.3,0.363,2.7,7.8,0.346,1.4,3.5,0.4,0.483,1.6,1.9,0.831,0.5,2,2.5,4.4,1,0.2,1.5,1.4,12.5,2021-2022,0
198,Jerami Grant,PF,27,DET,45,45,32.7,6.4,15.2,0.424,2,5.5,0.355,4.5,9.7,0.463,0.488,4.7,5.6,0.837,0.6,3.4,4,2.4,1,1.1,1.8,2.3,19.5,2021-2022,0
199,Hassani Gravett,PG,25,ORL,8,3,21.4,2.3,4.8,0.474,1.4,3.3,0.423,0.9,1.5,0.583,0.618,0.4,0.5,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3,2021-2022,0
200,Danny Green,SF,34,PHI,49,25,22.2,2,5.3,0.385,1.6,4.4,0.367,0.4,0.9,0.476,0.538,0.2,0.2,0.9,0.4,1.9,2.3,1,1,0.6,0.8,1.7,5.9,2021-2022,0
201,Draymond Green,PF,31,GSW,36,34,29.4,3.1,5.8,0.531,0.4,1.3,0.277,2.7,4.4,0.606,0.563,1.2,2,0.606,1.1,6.5,7.6,7.2,1.4,1.1,3.1,2.7,7.7,2021-2022,0
202,Jalen Green,SG,19,HOU,55,55,31.2,5.5,13.3,0.415,2.1,6.3,0.324,3.5,7,0.497,0.492,2.7,3.4,0.806,0.5,2.7,3.2,2.7,0.7,0.2,2.1,1.5,15.8,2021-2022,0
203,JaMychal Green,PF,31,DEN,58,7,16.2,2.5,5.1,0.486,0.6,2,0.276,1.9,3.1,0.624,0.541,1.2,1.4,0.889,1.2,3.1,4.3,0.8,0.7,0.4,0.9,2.4,6.7,2021-2022,0
204,Javonte Green,SF,28,CHI,53,41,24.1,2.8,5.1,0.542,0.6,1.6,0.381,2.2,3.5,0.615,0.601,1.3,1.6,0.831,1.5,2.8,4.3,1,1,0.5,0.5,2.2,7.5,2021-2022,0
205,Jeff Green,C,35,DEN,66,54,24.8,3.7,7.1,0.519,0.7,2.2,0.299,3,4.9,0.619,0.566,2.3,2.7,0.837,0.6,2.6,3.2,1.3,0.3,0.4,1,2,10.3,2021-2022,0
206,Josh Green,SG,21,DAL,56,3,15.4,1.9,3.8,0.509,0.4,1.1,0.356,1.6,2.8,0.568,0.558,0.5,0.7,0.683,0.9,1.6,2.4,1.2,0.7,0.2,0.6,1.7,4.8,2021-2022,0
207,Blake Griffin,PF,32,BRK,53,24,17.4,2.4,5.7,0.419,0.6,2.6,0.248,1.8,3.1,0.56,0.475,1,1.4,0.716,1.1,3,4.1,1.9,0.5,0.2,0.5,1.7,6.4,2021-2022,0
208,Quentin Grimes,SG,21,NYK,41,6,17.4,2.2,5.2,0.416,1.6,4.1,0.394,0.5,1.1,0.5,0.572,0.3,0.5,0.684,0.6,1.5,2,0.9,0.7,0.3,0.6,1.5,6.3,2021-2022,0
209,Kyle Guy,SG,24,MIA,19,0,9.8,1.4,3.4,0.4,0.7,2.1,0.35,0.6,1.3,0.48,0.508,0.4,0.6,0.667,0.2,0.7,0.9,0.9,0.4,0.1,0.7,0.6,3.9,2021-2022,0
210,Rui Hachimura,PF,23,WAS,30,1,19.9,3.9,7.8,0.494,1.2,2.5,0.487,2.6,5.3,0.497,0.572,1.1,1.4,0.78,0.4,2.7,3.2,1,0.7,0.2,0.8,1.3,10,2021-2022,0
211,Tyrese Haliburton,SG-PG,21,TOT,66,66,35.1,5.5,11.8,0.467,2.2,5.2,0.412,3.4,6.6,0.51,0.558,1.9,2.3,0.829,0.7,3.3,4,7.8,1.8,0.6,2.6,1.5,15.1,2021-2022,0
211,Tyrese Haliburton,SG,21,SAC,51,51,34.5,5.3,11.5,0.457,2,4.9,0.413,3.2,6.5,0.491,0.546,1.7,2,0.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4,14.3,2021-2022,0
211,Tyrese Haliburton,PG,21,IND,15,15,37.4,6.4,12.9,0.495,2.5,6.2,0.409,3.9,6.7,0.574,0.593,2.6,3.2,0.813,0.6,3.7,4.3,9.3,2,0.5,3.7,1.8,17.9,2021-2022,0
212,Tyler Hall,SG,24,NYK,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,2021-2022,0
213,R.J. Hampton,SG,20,ORL,53,5,20.6,2.5,6.7,0.38,1,2.7,0.359,1.6,4,0.395,0.454,1.2,1.9,0.61,0.3,2.6,2.8,2.3,0.6,0.2,1.3,1.5,7.2,2021-2022,0
214,Tim Hardaway Jr.,SG,29,DAL,42,20,29.6,5,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,2021-2022,0
215,James Harden,PG-SG,32,TOT,54,54,37.2,6.5,15.6,0.416,2.3,6.9,0.339,4.2,8.7,0.478,0.491,7.2,8.3,0.873,0.9,6.9,7.8,10.3,1.3,0.6,4.5,2.4,22.6,2021-2022,0
215,James Harden,PG,32,BRK,44,44,37,6.6,16,0.414,2.3,7,0.332,4.3,9.1,0.476,0.486,6.9,8,0.869,1,7,8,10.2,1.3,0.7,4.8,2.4,22.5,2021-2022,0
215,James Harden,SG,32,PHI,10,10,38,5.9,13.7,0.431,2.4,6.5,0.369,3.5,7.2,0.486,0.518,8.7,9.8,0.888,0.4,6.4,6.8,10.7,1.5,0.2,3.1,2.6,22.9,2021-2022,0
216,Maurice Harkless,SF,28,SAC,47,24,18.4,1.8,3.9,0.459,0.7,2.1,0.307,1.1,1.7,0.65,0.544,0.4,0.6,0.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6,2021-2022,0
217,Jared Harper,PG,24,NOP,2,0,5,1.5,3.5,0.429,0.5,1,0.5,1,2.5,0.4,0.5,0,0,,0.5,0,0.5,1.5,0,0.5,0.5,1,3.5,2021-2022,0
218,Montrezl Harrell,C,28,TOT,61,3,24,5.3,8.2,0.641,0.1,0.3,0.235,5.2,7.9,0.655,0.645,3.3,4.6,0.716,2.2,4.4,6.6,2,0.4,0.6,1,2,13.9,2021-2022,0
218,Montrezl Harrell,C,28,WAS,46,3,24.3,5.4,8.3,0.645,0.1,0.3,0.267,5.3,8,0.66,0.65,3.2,4.5,0.727,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9,14.1,2021-2022,0
218,Montrezl Harrell,C,28,CHO,15,0,23.3,4.9,7.9,0.627,0,0.1,0,4.9,7.7,0.638,0.627,3.3,4.9,0.685,2.7,3.5,6.3,1.8,0.4,0.5,0.9,2.3,13.2,2021-2022,0
219,Gary Harris,SG,27,ORL,59,30,28.6,4,9.1,0.439,1.9,4.9,0.39,2.1,4.1,0.498,0.546,1.4,1.6,0.871,0.6,1.4,2,1.8,0.9,0.2,1,1.9,11.3,2021-2022,0
220,Joe Harris,SF,30,BRK,14,14,30.2,4,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4,1,0.5,0.1,1.1,2.2,11.3,2021-2022,0
221,Tobias Harris,PF,29,PHI,60,60,35.2,7,14.4,0.482,1.3,3.6,0.364,5.7,10.9,0.521,0.527,2.6,3.1,0.849,1.1,5.9,7,3.4,0.6,0.6,1.7,2.2,17.8,2021-2022,0
222,Shaquille Harrison,SG,28,BRK,2,0,11.5,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0.5,1.5,2,1.5,0.5,0.5,1,1.5,2,2021-2022,0
223,Josh Hart,SG-SF,26,TOT,53,52,33.2,5.2,10.5,0.496,1.3,3.9,0.337,3.9,6.6,0.592,0.559,3,4,0.757,1.2,6.1,7.3,4.2,1.1,0.2,2.1,2.8,14.7,2021-2022,0
223,Josh Hart,SG,26,NOP,41,40,33.5,4.8,9.4,0.505,1,3.2,0.323,3.7,6.2,0.598,0.56,2.8,3.8,0.753,1.3,6.5,7.8,4.1,1.1,0.3,2,2.9,13.4,2021-2022,0
223,Josh Hart,SF,26,POR,12,12,32.3,6.8,14.2,0.476,2.3,6.5,0.359,4.4,7.7,0.576,0.559,3.6,4.7,0.768,0.8,4.8,5.6,4.3,1.2,0.2,2.6,2.5,19.4,2021-2022,0
224,Isaiah Hartenstein,C,23,LAC,59,0,17,3.3,5.2,0.632,0.1,0.2,0.357,3.2,4.9,0.645,0.64,1.2,1.8,0.642,1.6,3,4.6,2.1,0.7,1.2,1.2,2.5,7.7,2021-2022,0
225,Udonis Haslem,C,41,MIA,10,0,5.9,1.2,2.3,0.522,0.1,0.2,0.5,1.1,2.1,0.524,0.543,0.3,0.3,1,0.4,1.4,1.8,0.3,0.1,0.1,0.3,1.1,2.8,2021-2022,0
226,Sam Hauser,SF,24,BOS,17,0,4.2,0.6,1.4,0.435,0.6,1.4,0.435,0,0,,0.652,0,0,,0.1,0.5,0.6,0.2,0.1,0.1,0.1,0.3,1.8,2021-2022,0
227,Jaxson Hayes,C,21,NOP,58,16,18.7,3.4,5.2,0.648,0.2,0.7,0.368,3.2,4.6,0.688,0.671,2,2.7,0.761,1.4,2.8,4.3,0.6,0.4,0.8,0.8,2.3,9.1,2021-2022,0
228,Killian Hayes,PG,20,DET,55,34,24.3,2.3,6.3,0.359,0.6,2.4,0.26,1.6,3.9,0.421,0.409,0.8,1.1,0.767,0.5,2.5,3,4.3,1,0.5,1.7,2.7,6,2021-2022,0
229,Gordon Hayward,SF,31,CHO,48,48,32.2,5.9,12.7,0.46,1.8,4.5,0.39,4.1,8.2,0.499,0.529,2.6,3.1,0.846,0.8,3.8,4.6,3.6,1,0.5,1.7,1.8,16.1,2021-2022,0
230,Aaron Henry,SF,22,PHI,6,0,2.8,0.2,0.8,0.2,0,0.2,0,0.2,0.7,0.25,0.2,0,0,,0,0.2,0.2,0,0,0.3,0.3,0.3,0.3,2021-2022,0
231,Juancho Hernangómez,PF,26,TOT,29,2,7.5,0.4,1.6,0.261,0.2,1.1,0.212,0.2,0.4,0.385,0.337,0.4,0.7,0.619,0.5,1.4,1.9,0.3,0.2,0.3,0.4,0.4,1.5,2021-2022,0
231,Juancho Hernangómez,PF,26,BOS,18,0,5.3,0.3,1.5,0.185,0.2,1,0.167,0.1,0.5,0.222,0.241,0.3,0.5,0.667,0.5,0.9,1.4,0.2,0.2,0.1,0.3,0.4,1.1,2021-2022,0
231,Juancho Hernangómez,PF,26,SAS,5,0,10.2,0.4,1.2,0.333,0,0.6,0,0.4,0.6,0.667,0.333,0.6,0.8,0.75,0.8,2.2,3,0.6,0.2,0.2,0.4,0,1.4,2021-2022,0
231,Juancho Hernangómez,PF,26,UTA,6,2,11.7,0.8,2.2,0.385,0.7,2,0.333,0.2,0.2,1,0.538,0.7,1.3,0.5,0.2,2.2,2.3,0.7,0.3,0.8,0.7,0.7,3,2021-2022,0
232,Willy Hernangómez,C,27,NOP,41,6,16.3,3.4,6.3,0.547,0.1,0.2,0.4,3.3,6,0.552,0.554,2,2.6,0.741,2.7,3.9,6.6,1.2,0.4,0.4,1,1.9,8.9,2021-2022,0
233,Tyler Herro,SG,22,MIA,58,10,32.7,7.7,17.3,0.446,2.7,6.8,0.394,5,10.5,0.479,0.523,3,3.5,0.871,0.5,4.3,4.8,3.8,0.7,0.1,2.6,1.4,21.1,2021-2022,0
234,Buddy Hield,SG,29,TOT,70,21,30.5,5.4,13.4,0.399,3.2,8.9,0.361,2.1,4.5,0.472,0.518,1.5,1.7,0.872,0.8,3.6,4.3,2.6,0.9,0.3,1.8,2.2,15.4,2021-2022,0
234,Buddy Hield,SG,29,SAC,55,6,28.6,4.8,12.6,0.382,3.3,9,0.368,1.5,3.6,0.419,0.514,1.5,1.7,0.87,0.8,3.2,4,1.9,0.9,0.3,1.6,2.1,14.4,2021-2022,0
234,Buddy Hield,SG,29,IND,15,15,37.5,7.3,16.5,0.444,2.9,8.5,0.336,4.5,8,0.558,0.53,1.5,1.7,0.88,0.7,4.7,5.5,5.2,0.8,0.3,2.4,2.9,19,2021-2022,0
235,Haywood Highsmith,SF,25,MIA,14,0,7.6,0.6,1.9,0.346,0.5,1.2,0.412,0.1,0.6,0.222,0.481,0.1,0.3,0.5,0.5,0.8,1.3,0.1,0.1,0.1,0.1,0.7,1.9,2021-2022,0
236,George Hill,SG,35,MIL,44,16,24.5,2.4,5.4,0.435,0.9,2.7,0.325,1.5,2.7,0.546,0.517,1.1,1.2,0.923,0.8,2.3,3.1,2.4,0.8,0.1,0.8,1.3,6.7,2021-2022,0
237,Malcolm Hill,SF-SG,26,TOT,17,0,11.6,1.4,2.9,0.469,0.8,2,0.382,0.6,0.9,0.667,0.602,0.6,0.8,0.786,0.6,1.2,1.9,0.3,0.4,0.2,0.1,1.3,4.1,2021-2022,0
237,Malcolm Hill,SG,26,ATL,3,0,15.3,1.7,2.7,0.625,1,1.7,0.6,0.7,1,0.667,0.813,1.3,1.3,1,0.7,1.3,2,0.3,1.3,0.3,0,2.3,5.7,2021-2022,0
237,Malcolm Hill,SF,26,CHI,14,0,10.8,1.3,2.9,0.439,0.7,2.1,0.345,0.6,0.9,0.667,0.561,0.5,0.7,0.7,0.6,1.2,1.9,0.3,0.1,0.1,0.1,1.1,3.8,2021-2022,0
238,Solomon Hill,PF,30,ATL,13,1,10.7,0.2,1.5,0.15,0.2,1,0.154,0.1,0.5,0.143,0.2,0,0,,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,2021-2022,0
239,Nate Hinton,SG,22,IND,2,0,1,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,0,0.5,0,0,2021-2022,0
240,Jaylen Hoard,SF,22,OKC,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,1,1,2,0,0,0,0,0,0,2021-2022,0
241,Aaron Holiday,PG,25,TOT,56,14,16.4,2.5,5.3,0.47,0.6,1.6,0.393,1.9,3.7,0.502,0.529,0.9,1,0.862,0.3,1.5,1.8,2.4,0.7,0.2,1,1.4,6.5,2021-2022,0
241,Aaron Holiday,PG,25,WAS,41,14,16.2,2.4,5.2,0.467,0.6,1.6,0.343,1.9,3.6,0.524,0.521,0.7,0.9,0.8,0.2,1.4,1.6,1.9,0.6,0.2,1,1.5,6.1,2021-2022,0
241,Aaron Holiday,PG,25,PHO,15,0,17.2,2.6,5.5,0.476,0.8,1.5,0.545,1.8,4,0.45,0.549,1.5,1.5,0.957,0.5,1.9,2.4,3.7,1,0,1.2,1.3,7.5,2021-2022,0
242,Jrue Holiday,PG,31,MIL,58,55,33.2,7.2,14.3,0.501,1.9,4.7,0.414,5.2,9.6,0.543,0.569,2.1,2.8,0.763,1.1,3.5,4.5,6.7,1.6,0.4,2.8,2,18.4,2021-2022,0
243,Justin Holiday,SF-SG,32,TOT,64,55,28.7,3.7,9.3,0.4,2.5,6.8,0.366,1.2,2.5,0.491,0.534,0.7,0.9,0.818,0.4,2.2,2.6,1.8,0.8,0.5,1,2.1,10.6,2021-2022,0
243,Justin Holiday,SF,32,IND,49,40,28.9,3.9,9.3,0.415,2.6,6.9,0.378,1.3,2.5,0.516,0.553,0.7,0.8,0.829,0.4,2.4,2.8,1.8,0.7,0.4,1,2.1,11,2021-2022,0
243,Justin Holiday,SG,32,SAC,15,15,27.9,3.2,9.1,0.35,2.1,6.5,0.327,1.1,2.6,0.41,0.467,0.7,0.9,0.786,0.5,1.7,2.2,1.7,0.9,0.7,0.9,2.1,9.3,2021-2022,0
244,Richaun Holmes,C,28,SAC,45,37,23.9,4.4,6.7,0.66,0,0.1,0.4,4.4,6.6,0.664,0.663,1.6,2,0.778,2.1,5,7,1.1,0.4,0.9,1.2,2.8,10.4,2021-2022,0
245,Rodney Hood,SF-SG,29,TOT,47,0,13.9,1.1,3.2,0.356,0.6,1.9,0.31,0.6,1.3,0.419,0.446,0.3,0.3,0.875,0.3,1.2,1.6,0.7,0.3,0.1,0.2,0.6,3.1,2021-2022,0
245,Rodney Hood,SF,29,MIL,39,0,14.9,1.2,3.4,0.351,0.6,2.1,0.3,0.6,1.3,0.431,0.443,0.3,0.4,0.929,0.3,1.4,1.7,0.8,0.3,0.1,0.2,0.7,3.3,2021-2022,0
245,Rodney Hood,SG,29,LAC,8,0,8.9,0.9,2.3,0.389,0.4,0.9,0.429,0.5,1.4,0.364,0.472,0.1,0.3,0.5,0.3,0.5,0.8,0.6,0.3,0.1,0.3,0.3,2.3,2021-2022,0
246,Scotty Hopson,SG,32,OKC,1,0,18,2,4,0.5,0,1,0,2,3,0.667,0.5,0,0,,0,1,1,1,0,0,2,1,4,2021-2022,0
247,Al Horford,C,35,BOS,61,61,28.9,3.9,8.5,0.452,1.2,4,0.315,2.6,4.6,0.57,0.525,1.2,1.4,0.841,1.6,6.1,7.6,3.3,0.7,1.3,1,1.9,10.2,2021-2022,0
248,Talen Horton-Tucker,SG,21,LAL,52,16,25.5,3.6,8.7,0.409,0.8,3,0.268,2.8,5.7,0.485,0.456,1.5,1.9,0.776,0.7,2.6,3.3,2.7,0.9,0.5,1.5,2.6,9.4,2021-2022,0
249,Danuel House Jr.,SF,28,TOT,36,5,16.2,1.8,4.4,0.409,1,2.5,0.385,0.8,1.9,0.441,0.519,1,1.3,0.778,0.4,2.2,2.6,1.1,0.4,0.4,0.7,1.1,5.6,2021-2022,0
249,Danuel House Jr.,SF,28,HOU,16,1,14.6,1.6,4.6,0.338,0.6,2.1,0.294,0.9,2.5,0.375,0.405,1.1,1.2,0.895,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1,4.8,2021-2022,0
249,Danuel House Jr.,SF,28,NYK,1,0,3,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2021-2022,0
249,Danuel House Jr.,SF,28,UTA,19,4,18.2,2.1,4.4,0.476,1.3,2.9,0.446,0.8,1.5,0.536,0.625,0.9,1.4,0.692,0.6,2.1,2.6,1.2,0.5,0.4,0.4,1.3,6.5,2021-2022,0
250,Dwight Howard,C,36,LAL,50,17,15,1.9,3.1,0.6,0.1,0.2,0.667,1.7,2.9,0.596,0.619,1.4,2.1,0.642,2,3.6,5.6,0.6,0.6,0.6,0.8,2,5.2,2021-2022,0
251,Markus Howard,SG,22,DEN,28,0,5.1,1,2.8,0.367,0.9,2,0.421,0.2,0.8,0.227,0.519,0.5,0.5,0.867,0,0.3,0.3,0.2,0.3,0,0.2,0.4,3.4,2021-2022,0
252,Kevin Huerter,SG,23,ATL,62,48,29.5,4.6,10.2,0.452,2,5.4,0.375,2.6,4.8,0.537,0.551,0.5,0.7,0.786,0.5,2.9,3.3,2.8,0.7,0.4,1.2,2.5,11.7,2021-2022,0
253,Jay Huff,C,23,LAL,4,0,5,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,,0.3,0.8,1,0.3,0.3,0.3,0.3,0.3,0,2021-2022,0
254,Elijah Hughes,SF-SG,23,TOT,25,3,10.3,1.1,3.4,0.318,0.7,2.4,0.279,0.4,1,0.417,0.418,0.2,0.2,0.8,0.2,1.4,1.6,0.5,0.3,0.2,0.5,1,3,2021-2022,0
254,Elijah Hughes,SF,23,UTA,14,1,8,1.1,2.6,0.417,0.7,2,0.357,0.4,0.6,0.625,0.556,0.2,0.2,1,0.1,1.1,1.2,0.4,0.3,0.1,0.5,0.5,3.1,2021-2022,0
254,Elijah Hughes,SG,23,POR,11,2,13.3,1.1,4.5,0.245,0.6,3,0.212,0.5,1.5,0.313,0.316,0.1,0.2,0.5,0.3,1.7,2,0.5,0.4,0.3,0.5,1.5,2.9,2021-2022,0
255,De'Andre Hunter,SF,24,ATL,42,41,30,4.8,10.8,0.448,1.5,3.8,0.39,3.4,7,0.48,0.517,2.4,3.2,0.759,0.5,2.7,3.2,1.3,0.7,0.4,1.3,3,13.5,2021-2022,0
256,Chandler Hutchison,SF,25,PHO,6,0,3.7,0.2,0.3,0.5,0,0,,0.2,0.3,0.5,0.5,0.3,0.3,1,0,0.8,0.8,0.3,0,0,0.7,0.2,0.7,2021-2022,0
257,Bones Hyland,PG,21,DEN,58,3,18.3,3.1,8,0.391,1.8,4.9,0.369,1.3,3.1,0.425,0.504,1.3,1.5,0.854,0.2,2.6,2.8,2.4,0.6,0.2,1.2,2.1,9.4,2021-2022,0
258,Serge Ibaka,C-PF,32,TOT,49,11,16.3,2.7,5.6,0.485,0.7,1.9,0.363,2,3.7,0.547,0.546,0.6,0.8,0.707,1.2,3.4,4.6,0.8,0.2,0.7,0.8,1.8,6.7,2021-2022,0
258,Serge Ibaka,C,32,LAC,35,10,15.4,2.7,5.5,0.49,0.7,1.8,0.387,2,3.7,0.538,0.552,0.6,0.8,0.69,1.1,3.1,4.3,1,0.2,0.7,0.9,1.6,6.6,2021-2022,0
258,Serge Ibaka,PF,32,MIL,14,1,18.6,2.7,5.7,0.475,0.6,2.1,0.31,2.1,3.6,0.569,0.531,0.6,0.9,0.75,1.2,4.2,5.4,0.4,0.2,0.4,0.5,2.3,6.7,2021-2022,0
259,Andre Iguodala,SF,38,GSW,26,0,19.9,1.5,3.9,0.392,0.5,2.3,0.23,1,1.6,0.634,0.461,0.5,0.6,0.813,0.7,2.6,3.3,3.8,0.8,0.8,0.9,1,4.1,2021-2022,0
260,Joe Ingles,SF,34,UTA,45,15,24.9,2.6,6.3,0.404,1.7,5,0.347,0.8,1.3,0.617,0.54,0.4,0.5,0.773,0.3,2.6,2.9,3.5,0.5,0.1,1,1.8,7.2,2021-2022,0
261,Brandon Ingram,SF,24,NOP,50,50,34.2,8.4,18.2,0.462,1.4,4.3,0.335,7,13.9,0.501,0.502,4.5,5.5,0.816,0.7,5,5.7,5.5,0.6,0.5,2.7,2.2,22.8,2021-2022,0
262,Kyrie Irving,PG,29,BRK,19,19,36.1,10.1,20.6,0.49,3.2,7.5,0.43,6.9,13.2,0.524,0.568,4.3,4.8,0.901,0.6,4.1,4.7,5.3,1.4,0.7,2.3,2.6,27.7,2021-2022,0
263,Wes Iwundu,SF,27,ATL,3,1,27.3,2.7,6,0.444,1,1.7,0.6,1.7,4.3,0.385,0.528,1,1.3,0.75,1,3.3,4.3,0,0.3,0,0.3,2.7,7.3,2021-2022,0
264,Frank Jackson,PG,23,DET,44,5,22.3,3.8,9.2,0.409,1.8,5.5,0.32,2,3.8,0.539,0.504,1.4,1.8,0.795,0.3,1.3,1.6,1,0.5,0.2,0.8,1.8,10.7,2021-2022,0
265,Isaiah Jackson,PF,20,IND,30,12,13.6,3,5.4,0.559,0.1,0.4,0.308,2.9,4.9,0.581,0.571,1.6,2.4,0.653,1.7,2.5,4.2,0.3,0.5,1.4,1,2.5,7.7,2021-2022,0
266,Jaren Jackson Jr.,PF,22,MEM,70,70,27.4,5.6,13.4,0.418,1.6,5.1,0.316,4,8.3,0.482,0.479,3.6,4.4,0.81,1.6,4.3,5.9,1,1,2.2,1.6,3.5,16.4,2021-2022,0
267,Josh Jackson,SF,24,TOT,45,3,16.1,2.3,5.8,0.4,0.7,2.6,0.254,1.6,3.2,0.521,0.458,0.9,1.3,0.724,0.4,2.4,2.8,1.1,0.5,0.4,0.9,1.7,6.2,2021-2022,0
